log_volume,percentage_of_total_volume
3.612317888073163,0.0091921255553720511
3.61264274740952,0.0091990121809424757
3.6127924459203964,0.0092059030420079731
3.6131155321847443,0.0092127970707760586
3.6134566516030535,0.0092196964040991442
3.6138184666660713,0.00922660133073462
3.6141436306865993,0.0092335116346665518
3.6145006116250076,0.0092404274145111726
3.6148571094049342,0.0092473489483043524
3.6152166355532791,0.0092542760004174409
3.6155641479929908,0.0092612088874865
3.615923747441224,0.0092681472611001771
3.6162771943307011,0.0092750913739475666
3.6166212659637926,0.0092820412108229246
3.6169594405087442,0.00928899641042272
3.6173203752057228,0.00929595742613048
3.6176828370173864,0.0093029240842897581
3.6180480967120925,0.0093104593983128
3.6183880968517466,0.0093168744252886942
3.6187546713948686,0.0093238581597094843
3.6191169824327165,0.0093308479020170875
3.6194824812880051,0.00933784339985408
3.6198306501550257,0.0093448447739797273
3.6201793331264907,0.0093518517253127435
3.6205483025766383,0.0093588721744227426
3.6209061428703828,0.0093658830260714386
3.6212569633896923,0.0093729074111248891
3.6216100998720533,0.0093799373354916671
3.6219724919186271,0.00938697311442719
3.6223147842839878,0.00939401467672072
3.6226691296474556,0.0094010618789336989
3.6230095631793877,0.0094081146410550428
3.6232492903979003,0.009419576137194019
3.6233527132752927,0.0094222324168495575
3.6236968281944009,0.0094292962066184118
3.6240607482436435,0.0094363657652037757
3.6244103020980756,0.0094434412776011733
3.6247846982033236,0.0094505227170739309
3.6251349250118889,0.00945760999971759
3.6254798148413592,0.0094647029274064227
3.625858240584428,0.0094718018099230732
3.6262352616557503,0.0094789069880192381
3.62659807496158,0.0094860180499933139
3.626993074850227,0.0094931354306105
3.6273744246057174,0.0095002591008804087
3.6277730575191316,0.0095073892580367428
3.6281845080734128,0.0095145337834629928
3.6283889300503116,0.0095218087403625435
3.6287493518612619,0.0095288149157019639
3.6291369237968536,0.00953596754842829
3.6295092408219181,0.0095431264419020643
3.6298633138308225,0.009550291221544
3.6302458004499907,0.009557462277824183
3.6306157564493446,0.0095646393525270473
3.6309629046075016,0.0095718225254305782
3.6313516206194065,0.0095790116140276379
3.6317079625133171,0.009586206975022481
3.6320776494991085,0.0095934083092764216
3.6324616679073625,0.0096006158498052451
3.6328214195297819,0.0096078297835236817
3.6331771640692705,0.0096150493524972767
3.6334684555795866,0.0096241506758468053
3.6337307806999672,0.00962950398876969
3.6340744603868806,0.009636738746670058
3.6344425859781415,0.0096439794067546131
3.63479584925628,0.0096512260684507127
3.6351774821520371,0.0096584789113871479
3.6355355253026369,0.00966573797397035
3.6359245038886785,0.00967300319367971
3.6362999604448172,0.00968027475795813
3.6366637493087652,0.00968756058447057
3.6370301867315731,0.0096948365932815837
3.6374132156956946,0.0097021267096970253
3.6377658122032992,0.0097094232554220082
3.6381498627093838,0.0097167258268881888
3.6384892569546374,0.0097242499226268143
3.6388089732670177,0.0097313487777141838
3.6391721274053586,0.0097386688381095252
3.6395669123628891,0.00974599521874441
3.6398980060066712,0.0097533278035401676
3.640275554556395,0.0097606742502115273
3.6406613017860883,0.00976801122778869
3.64099645546969,0.0097753624571394662
3.6413625732266497,0.00978271947716907
3.6417283001521219,0.0097900826008960433
3.642106370704139,0.0097974520711123624
3.6424684994099845,0.0098048279475692474
3.6428197651090657,0.0098122097994820939
3.6431465776776486,0.0098195974402652889
3.6434526764861874,0.0098308618039332045
3.6435962107795965,0.009834386769440458
3.643897507363687,0.00984179530880719
3.6442449014645111,0.0098491931472449844
3.6446036789160181,0.0098566053218373459
3.6449602580163969,0.0098640234515935156
3.6453524330137284,0.0098714481788881089
3.6457169393696036,0.009878879240837822
3.6460893671864611,0.00988631668536121
3.6464601425095924,0.0098937605078160649
3.64682682209092,0.00990121064614566
3.6471970436757872,0.0099086671471201246
3.6475415236029525,0.009916129745827347
3.6478515017961195,0.00992359819158557
3.6482089322054412,0.00993107212896636
3.6485303016401094,0.0099385519252038149
3.6488758112395745,0.00994603771441716
3.64921862352111,0.0099535291441958662
3.6494876524638906,0.00996102605924129
3.6498405628132691,0.009968528232220903
3.6501901715968,0.00997603647968422
3.6505552432178479,0.0099835509489096374
3.6509166739889283,0.00999107163810208
3.6512738466899384,0.0099985985013963819
3.6516351518773895,0.010006131480506497
3.6519582672298774,0.010013670575862388
3.6522649783172536,0.010021215273262189
3.6525782689161588,0.010028765277251009
3.65286969120343,0.010036320530666085
3.6531262506572868,0.010043880555688719
3.6532125137753435,0.010077945608285324
3.6532125137753435,0.010077945608285324
3.6532125137753435,0.010077945608285324
3.6532125137753435,0.010077945608285324
3.6533059326305013,0.010081698928780532
3.6535531531755683,0.010089266199119712
3.6538520229067419,0.01009683838882614
3.65413548061956,0.010104415364350664
3.6544172079842512,0.010111997522868985
3.6547542659939247,0.010119585199976664
3.6551113793440897,0.010127178832798065
3.6554514470568478,0.010134778652449206
3.655764675401532,0.010142384128527986
3.656103580328411,0.010149995310489665
3.6564554673021821,0.010157612609850293
3.6567910908231673,0.010165244305887972
3.6571436995454523,0.010172865418099369
3.6574840466113838,0.010180501011465006
3.65784482461906,0.010188142516599684
3.6581535249496744,0.010195790029912699
3.6584939566418631,0.010203443257610986
3.6588426858775009,0.010211102591528591
3.6591803942782368,0.01021876790372768
3.6595318042599407,0.010226439296620845
3.6598915230794251,0.010234116936020268
3.66029616027073,0.010241801371188467
3.6606773318931238,0.010249492794021361
3.6610526649486843,0.010257190974407115
3.6614259100897466,0.010264895688546308
3.6617718095958658,0.010272615291669188
3.6621096157917208,0.010280324050774276
3.6624549548626137,0.010288047318854198
3.6627578316815739,0.010299073388518829
3.6629498867226111,0.010303509441615094
3.6632855707004164,0.010311247609730815
3.663626092829861,0.010318991784876221
3.6639708937791293,0.010326742119745616
3.6642987826955338,0.010334498459374744
3.6646419755561257,0.010342353991479388
3.6649875402997871,0.01035002938670046
3.6653629433464641,0.010357804325820221
3.6657130681181331,0.010365585639360846
3.6660743898723274,0.010373373426502307
3.6664505477321692,0.010381167860028372
3.6667998541925195,0.010388968796013578
3.66718463349633,0.010396776473781368
3.6675199034231216,0.010404590674755632
3.6678717987019605,0.010412410754421276
3.6681996854956926,0.010420237051631122
3.6685409779876106,0.010428069418946315
3.6689332136804529,0.010435916951295289
3.669271185732947,0.010443753855341615
3.6696308447292871,0.010451605665581716
3.6699978743798725,0.010459464107543405
3.670349818894123,0.0104673290620017
3.6707254457097958,0.010475200599345815
3.6710940276908604,0.010483078865443415
3.671438315412404,0.010490963560956348
3.6717814800582764,0.010498854555843391
3.6720978579357175,0.010509852995977715
3.6722890196403397,0.010514652535044503
3.6726312091016959,0.010522558987446523
3.672988248707882,0.010530471787964169
3.6733311175163244,0.010538390934484904
3.6736953376661883,0.010546316553016329
3.6740456755377133,0.010554248728629796
3.6744018128452818,0.010562412585027206
3.6747443029289881,0.010570132338164832
3.675093982818662,0.010578083543079387
3.6754406747518837,0.010586041291462924
3.6757756197203086,0.010594005219863985
3.6760986231081527,0.010601975068073755
3.6764467762948625,0.010609951253278361
3.6766936096248664,0.010618682193055649
3.6769981169048513,0.01062591983075104
3.6773492868445685,0.010633912554305328
3.6776629887863916,0.010641911293170936
3.6779847560164081,0.010649915959741015
3.6783530935336461,0.01065792695833194
3.6786917524802134,0.010665944561739535
3.6790377357757151,0.010673968499946871
3.679363014166666,0.010681998466186605
3.6796845364161164,0.010690034474833764
3.6800231448232967,0.010698076701160346
3.6803568642208639,0.010706125117579689
3.680698029697635,0.010714188561969243
3.6810185298069165,0.010722240808479697
3.6812412373755872,0.010735515685748947
3.6813399945734866,0.010738384201746037
3.6816513664441413,0.010746447930549978
3.6819712154369784,0.0107545264282367
3.6822776883959141,0.010762619436102844
3.6826143299559639,0.010770700856728181
3.6829578577938316,0.010778797616121463
3.6832973732464893,0.010786900619266938
3.6836103711045958,0.010795009800427748
3.68394611065282,0.010803125006511347
3.6842922711715276,0.010811246423033417
3.6846268823269241,0.010819374334427968
3.6849798579687238,0.010827508789840042
3.6853143975601581,0.010835649675357231
3.6856278077691935,0.010843796563144119
3.6859110177734493,0.0108519490324389
3.6862286490404745,0.010860107101668254
3.6865230119414543,0.010868270917495149
3.6868261198944836,0.010876440477425793
3.6871339364116977,0.010884615671437075
3.6874552742741482,0.01089279685170943
3.6877452274780107,0.01090098379819558
3.6880284460522303,0.010909176231838801
3.6883688700415931,0.010917374404129085
3.6886852662867056,0.010925578815029707
3.6889911306725569,0.010933798041771451
3.6893088591236203,0.010942157634669495
3.6896057518104262,0.010950227127941661
3.6898962992137818,0.010958454684593236
3.6901927586379735,0.010966687898099764
3.6902645470060378,0.010974924094440203
3.6905465535509125,0.0109831640575389
3.690847033658109,0.010991445647834226
3.6911449471981723,0.010999660835317851
3.691432538238435,0.011007917568884024
3.6917346692543549,0.011016179844074213
3.6920234942367038,0.011024447856356513
3.6923202414803926,0.011032721398068591
3.6926136738162252,0.011041000543581125
3.6928823280739436,0.011049285177266102
3.6931587619873412,0.011057574987532555
3.6934407791717749,0.011065870132354796
3.6937162669063017,0.011074179517101183
3.6939702017428839,0.011082475963790767
3.6942157789722643,0.011090786252202
3.6944251230293172,0.011099100910039933
3.6946051989335689,0.011115494504865245
3.6946051991967774,0.011115784844474598
3.6948034235087031,0.011124061408844293
3.6949832478071576,0.011132386824548337
3.6951532046616791,0.011162382530889378
3.6951532046616791,0.011162382530889378
3.6951532046616791,0.011162382530889378
3.6952302109405522,0.01116570777822308
3.695420463184969,0.011174050555213588
3.6955912945180112,0.011182378817471994
3.6958140703288622,0.011190719927054348
3.6960091541171565,0.011199065096072202
3.6962449811436828,0.011207414349894657
3.6964401007568939,0.011215767798668621
3.6966570449277381,0.01122412511759446
3.69682846340795,0.011232486402948395
3.6970038807879564,0.011240850830471284
3.69719212142997,0.011249218740981465
3.6973588829879294,0.011257590049600695
3.6975214310397431,0.011265964595783698
3.6976651626476746,0.011278198124469174
3.69774967640655,0.011282721503444715
3.6978829086948046,0.011291926127444563
3.6980146829482976,0.011299487628995774
3.6981089072347486,0.011307874419056988
3.6982368689327978,0.011316263129857805
3.6983234922514225,0.011324653927861065
3.6984128650938293,0.011333046451205451
3.6984922006781131,0.011341449649741325
3.698551604544932,0.011349835987409696
3.69862237763196,0.011358232670450443
3.6986758908786603,0.01136663048770499
3.6987286229292762,0.011375029400050774
3.6987739316260595,0.011383429270253048
3.6988172225461091,0.011391829983103193
3.6988606831735096,0.01140023155989159
3.6988937973827909,0.01140863386759069
3.6989226236979276,0.011417036761296332
3.6989388667375063,0.011425440087647924
3.6989591470988352,0.011433843729353098
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989700043360187,0.011960615784300164
3.6989702384206815,0.011963301059331089
3.6989925848905725,0.011971714504373638
3.6990162634416404,0.011980110096643145
3.6990454495868761,0.011988515358626599
3.6990767057199241,0.011996921180193739
3.6991211054912978,0.012005327756165697
3.699167803700024,0.01201373520849537
3.6992334931941842,0.01202214373755736
3.6993198311004907,0.012030553761971863
3.6994068321358791,0.012038965586470536
3.6995024856137482,0.012047379048110388
3.6996209579656139,0.012062035953370657
3.699653201150034,0.012064211333581673
3.6997958941858551,0.01207262994077901
3.6999313174251958,0.012081051260480789
3.7000543856282389,0.012098341648817561
3.7000543856282389,0.012098341648817561
3.7002088412767109,0.012106327121553694
3.7003279366068029,0.012114756363406169
3.7004820887502352,0.012123188240786094
3.7006473610977424,0.012131623212121698
3.7008005906908403,0.012140061291861327
3.700979595097158,0.012148502595278504
3.7011360660925265,0.012156993534111536
3.7013134831788532,0.012165395270924043
3.7014997524647479,0.012173846650174821
3.70169383330446,0.012182301675074822
3.701896266754038,0.012190760590666806
3.7021026182325429,0.012199223598611657
3.7023180347789983,0.01220769057649277
3.7025242424315543,0.012216161672906465
3.7027487742193514,0.012224637088132028
3.702975622173017,0.012233116790279863
3.703174366433422,0.012241600817758909
3.7033114436081607,0.012250088245899375
3.7035182216501461,0.012258578839713302
3.7037402420894483,0.012267073629640218
3.7039509605773597,0.012275572539040994
3.7041944453073157,0.012284076024837472
3.7044306085808727,0.01229259347345734
3.7046999722837595,0.012301097168248941
3.7049632276105551,0.012309615416434145
3.70520196168273,0.012318138562157951
3.7054435244300361,0.012326666612282464
3.705691042144545,0.012335199328762435
3.7059500751228605,0.01234373710241202
3.7062299334439572,0.012352280192498004
3.7064986283007557,0.012360828529341972
3.7067714583295208,0.012369382183880119
3.7070376865335763,0.012377941170143136
3.7073047064764468,0.012386505399456496
3.7075429608201849,0.012395074701434486
3.7075980600592717,0.012403656222309151
3.7078515050573655,0.012412222097148887
3.7081202879645834,0.012420802515932031
3.7083939853662748,0.012429388121333583
3.7086742142122948,0.012437979300717113
3.7089296563509109,0.012446575635249103
3.7092291129802835,0.01245517767910524
3.70949592421307,0.012463785233476935
3.7098015108286173,0.012472398562193442
3.7101019597445188,0.012481017851083506
3.7103927665087233,0.012489643021347575
3.7106913894816205,0.012498274093844262
3.7110027608367986,0.012506911260372061
3.7113048790178156,0.012515554465324335
3.7116020924109447,0.012524203638987434
3.7118474072647896,0.012532858379859874
3.7121630273033825,0.012541518609441296
3.712410172677548,0.012550184487014305
3.7127022777032304,0.012558855761103223
3.7129818899550391,0.012567532688121786
3.7132765630582614,0.012576215251766767
3.7135742072008591,0.0125849038149463
3.7138756053198825,0.01259359827457477
3.7142030220056479,0.012602299049405789
3.7145000398864423,0.012611006128784644
3.7148025093191954,0.012619719215673612
3.7151202379392663,0.012628438534778869
3.7154235860316391,0.012637164150945433
3.7157420401672243,0.012645895986770166
3.716003343634799,0.012659323363585329
3.7161303466777871,0.01266337477011234
3.7164177937338825,0.012672120383030318
3.7167154541101737,0.012680871968161374
3.7170169644022861,0.012689629628315057
3.71731726266212,0.012698393323890179
3.7176351416720532,0.012707163279751561
3.7179250919943474,0.01271593926303323
3.7182098440035118,0.01272472110457412
3.7185016888672742,0.012733643072802277
3.7187934735874006,0.012742302438744286
3.7191205174907043,0.012751102273938624
3.7194373705106702,0.012759908720918133
3.7197691194939293,0.012768721704460664
3.7200647456323557,0.012777541121745202
3.7202485196706228,0.012786365376172382
3.720552810625716,0.012795194564365819
3.7208863523328319,0.0128040302092141
3.7212099080744219,0.012812872577337832
3.7214818026130105,0.012821721193808585
3.7218018403151443,0.012830575598902442
3.7221384449305033,0.01283943673366948
3.7224617111958462,0.012848304703152558
3.7227908442581059,0.012857179286242854
3.7231148623201875,0.012866060443980276
3.7234327621096628,0.012874948182434381
3.7237626250034928,0.012883842674260118
3.7241115687685591,0.012892744095959347
3.7243028526258879,0.012901651530928452
3.7246192325767833,0.01291056361655742
3.7249490291636231,0.012919482558291291
3.7252668049768616,0.012928407901448714
3.7255316657239423,0.012937338824680514
3.7258594107951848,0.01294627630565828
3.7261741260891723,0.012955220283204375
3.726530915062694,0.012964171322354348
3.7268713845493111,0.01297312953703628
3.7272221772207565,0.01298209489050728
3.7275557104987804,0.012991067323988961
3.7279060613477513,0.013000046772166166
3.7282660836725086,0.013009033713080523
3.7285797912582934,0.013018027451141957
3.7289095628140658,0.013027027878321716
3.7292299788836982,0.013036035158667105
3.7295690029359454,0.0130450590552237
3.7299283053094388,0.01305407045537748
3.7302775421755343,0.013063099082638354
3.7306354121594563,0.013072135253991726
3.7309793038731716,0.013081178733942742
3.7313278052177017,0.013090229330352542
3.7316781363732412,0.013099287328978063
3.7320454801022467,0.013108352701932491
3.732363598471534,0.013117425126098443
3.7325040281510851,0.013126501942338451
3.7328569319850935,0.013135594083144551
3.7331972651065692,0.013144673976630014
3.7335271072937339,0.013153770768195367
3.7338363450640419,0.013162874109129231
3.7341360266654853,0.013171983666738619
3.7344981955658314,0.013181110304927348
3.7348718339635414,0.013190224924757816
3.7352300973876584,0.01319935707686434
3.7355750011884421,0.013208496643746815
3.7359256194541075,0.013217643367744265
3.7362659922378327,0.013226797426904016
3.7365638938033121,0.013235958398317045
3.7368947714174952,0.013245125945893306
3.7372272021822597,0.01325430048599908
3.7375839836048068,0.013263482330730028
3.7378880703663886,0.013272701559893324
3.7382376434491382,0.01328186704294579
3.7385529152104766,0.013291069808187532
3.7388877841246817,0.013300279453493935
3.7392217073592144,0.013309496033715604
3.7395707047282314,0.0133187199182079
3.7398696983569844,0.013327960797157609
3.7401439925934103,0.013337187762890078
3.74036251767152,0.013346430017344812
3.7403626894942437,0.013366189240747688
3.7403626894942437,0.013366189240747688
3.7405514749592603,0.013374165143980363
3.7408186005788164,0.013383416287128285
3.7411185212199682,0.013392673750309822
3.7414470707864638,0.013402412980128668
3.7418061542302175,0.013411209304747746
3.7421423705940691,0.013420488227911639
3.7424952383734165,0.013429774443065368
3.7428513748471111,0.013439068417964078
3.7432118018242422,0.01344836995623227
3.7435672822045118,0.013457679135290041
3.7439234452674692,0.013466995962072525
3.7442838081440115,0.013476320406753749
3.7446222284752348,0.013485652152585417
3.7448933165287506,0.013494990271279027
3.7452664793507964,0.013504335681984669
3.7456602526959073,0.013513689181271545
3.7459835190435538,0.013523050893011632
3.7463268629069861,0.013532419454602138
3.7466574955654384,0.013541795318066478
3.7470562520132513,0.01355117912172688
3.7473960458960502,0.013560570863844169
3.7477444516545964,0.013569969860527277
3.7481070654952897,0.013579376919756463
3.7482615519563125,0.013588789438271213
3.7485934041994411,0.013598207198992551
3.7489586647590105,0.013607632630616852
3.7493350709859654,0.013617065989451855
3.7496836486058789,0.013626507198720517
3.7500546093200242,0.013635956251792182
3.7503685961013322,0.013645412595375644
3.7506951491453773,0.013654876009562016
3.7510291384002605,0.013664346502041964
3.751376451422769,0.013673824787779395
3.7517498309845294,0.013683310813445206
3.7521196359175137,0.013692805254697201
3.7524844414226863,0.013702307407969934
3.752854360781269,0.013711817561200268
3.7532493717366435,0.013721336155911831
3.7535890528813445,0.013730862754269556
3.7539625474600022,0.013740397159132157
3.7543447657651208,0.013749939885591306
3.7547124142209056,0.013759490850328069
3.7550776097628478,0.013769050012431979
3.75544147266759,0.013778617013495724
3.7558156971540009,0.013788192290553712
3.7560330138354945,0.013797773629390166
3.75640846368217,0.013807361970701648
3.7567706030224381,0.0138169583359726
3.7571500330532874,0.013826562901081734
3.7575127787888087,0.013836175912427841
3.7578480605252067,0.013845796388944773
3.7582064057305282,0.013855424643588916
3.7585906886893157,0.013865061121064641
3.7589596615584719,0.013874705856804436
3.7593243276295234,0.013884358908738586
3.7596678446896306,0.013894146628936512
3.7600523051468118,0.01390368894847013
3.7604224834232118,0.013913408691186166
3.7608092626986513,0.013923052310143852
3.7611704259890519,0.013932746434743976
3.7615217591121417,0.013942448549475283
3.7619030950273418,0.013952158593528894
3.7622238161511565,0.013961876614101676
3.7625753158317425,0.01397160229165229
3.7629068265156813,0.013981335485813821
3.7632720904797465,0.013991076730928078
3.7634873419137382,0.014000824855526296
3.763836425831018,0.014010578845112125
3.7642097821068292,0.014020340897715214
3.7645810217929672,0.014030111497978257
3.7649499870026077,0.014039890337388311
3.7653366339699708,0.014049677646372992
3.7657256039725047,0.014059473735118351
3.7661005944281674,0.014069278324496937
3.7664704723821427,0.014079091457475637
3.7668274230104424,0.01408891270265568
3.7671625993019369,0.014098752913106603
3.7675340745911949,0.014108579114374529
3.7678976160180908,0.014118456859135944
3.7682530772789629,0.014128278270830127
3.7686333883500671,0.014138140216135282
3.768983214440579,0.014148010563064594
3.769294754192825,0.014157888169292469
3.7696475549971851,0.014167773403638501
3.7700342666068503,0.014177667216311345
3.7703750375692615,0.014187569331123083
3.7707116296167671,0.014197479168347987
3.7709848924892793,0.014207395899675021
3.77133064446874,0.01421731967776676
3.7716771958253026,0.014227251342938486
3.7720198861219751,0.014237190958150498
3.7723804105659111,0.014247138829545829
3.7727134275929481,0.014257094406302922
3.7730571216714934,0.014267057746746749
3.7734222808207654,0.014277029195190133
3.7737400215379227,0.014287008636060279
3.7740208905467734,0.01429699463629999
3.7743088422429558,0.014306987407537101
3.7745022435529978,0.014316995956381778
3.7747940252410235,0.014326988716534674
3.7751027471744809,0.014336999445591173
3.7754255368757836,0.014347017489554264
3.7757306528190187,0.014357042819071865
3.77605603227701,0.014367075450570206
3.7763846584143446,0.014377115835474292
3.7766854365335978,0.014387163201547263
3.7769623548525906,0.014397217274908352
3.7772416061129577,0.0144072778646754
3.7775068835410903,0.01441734487934755
3.7777143586055835,0.014427417247686921
3.7778851919073482,0.014437494101745047
3.7780303942420406,0.014447585552552685
3.7781278090682764,0.014457668987025636
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7781512503836439,0.014572639005227598
3.7782012429078597,0.014578677043356459
3.7783376796939145,0.014588764471539726
3.7785360703195483,0.014598855931032573
3.7787872363875619,0.014608963668009036
3.7790290892258742,0.014619054624980353
3.7792356316758635,0.01462947186565406
3.7795403715907989,0.014639276728178094
3.7798565964346316,0.014649397493727422
3.7801360368158026,0.014659525447086104
3.7804240833126461,0.014669659888778443
3.78074720431929,0.014679801552168324
3.7810835258537914,0.014689950847976767
3.7814244784639319,0.014700108056677305
3.7817337847269705,0.014710272857076327
3.7820255598711889,0.014720444414111782
3.7823627711079482,0.01473062355184827
3.782705116729788,0.014740810698715166
3.7830455721146929,0.014751039327856432
3.7834022622849641,0.014761209342153471
3.7837270421910749,0.014771420634806928
3.7840406746855981,0.014781639318005326
3.78437625378958,0.014791865882221727
3.78470178428496,0.014802100215019988
3.7850104386700294,0.014812342008281559
3.7853298350107671,0.014825230122288374
3.7855722460571766,0.014832846400183465
3.7859071524877521,0.01484310921588136
3.7862427047773508,0.014853379788822042
3.7865954246489513,0.014863658453299431
3.7869584629878319,0.014873945559798783
3.7873225164305397,0.014884241385122307
3.7876756423918647,0.0148945456294351
3.7880231233072328,0.014904858278589606
3.7883640487211561,0.014915179083824325
3.7887477926191018,0.014925508618723894
3.7890778908730143,0.014935846552175697
3.7894493778723448,0.01494619263756102
3.7897919105222821,0.014956547397783097
3.79015370649845,0.014966910685551905
3.79052876144377,0.014977282856875539
3.7908956329634109,0.014987663642049729
3.7912165672194051,0.014998052707190557
3.79156811943845,0.015008449910745972
3.7919302825791745,0.015018855638379229
3.7922600844961862,0.015029269890549056
3.7924669805985221,0.015039690528941409
3.7928313130804496,0.015050117520235273
3.7931934338593054,0.01506055350383749
3.7935471200415107,0.015070998128416871
3.793923904620125,0.015081451497923807
3.7943206223802566,0.015091914184099426
3.7946848190363403,0.015102386010007176
3.7950401722234242,0.015112866530604464
3.7953858095994129,0.015123355495169
3.7957366829074339,0.01513385302491641
3.795915857806567,0.015144357350304173
3.7963002082847965,0.015154867908018664
3.7966489172991924,0.015165387446299217
3.7970031161024522,0.01517592699636613
3.7973750925581875,0.015186452387955438
3.7977558529676503,0.01519699834840973
3.7981187600000874,0.015207553295135722
3.7985058945877834,0.015218117343762216
3.7988956726454193,0.015228690960715227
3.7992376075318446,0.015239273499792086
3.7994467568996586,0.015249862729233106
3.7998306082860656,0.015260458994916593
3.8001954266831444,0.015271064550186163
3.80058128725506,0.015281679158977036
3.8009577393032012,0.015292303220286086
3.8013504629358921,0.015302936706018061
3.8016890452994314,0.015313579188354021
3.8020356574290748,0.015324229714536102
3.8024237137116756,0.015334901360356177
3.8027832921810925,0.015345558874056394
3.8031733644877392,0.015356237040051837
3.8035430914359973,0.015366924603168144
3.8039565914642242,0.015377621750121438
3.8043146348822257,0.015388328510927108
3.8046914560729976,0.015399056057916749
3.8050809160997026,0.015409769528677857
3.8054683589378246,0.015420504347352742
3.8058661137797212,0.015431248777548168
3.8061799739838871,0.015444700769575919
3.8064350524292951,0.015452762275334974
3.8068034251747078,0.015463530276651066
3.8071795344798161,0.015474307605225036
3.8075350280688531,0.015485141067105319
3.8079004381624184,0.015495889521261175
3.8082848218326206,0.015506694172542667
3.8086500215541368,0.015517508335756327
3.8090206141684781,0.015528331590807012
3.8093568297794014,0.01553917523336748
3.8097309423801242,0.015550004359461928
3.8101086346338762,0.01556085464213124
3.8104852420225281,0.015571714364058464
3.8108763138214572,0.015582583609481154
3.8112515070639819,0.015593462610755341
3.8116073799771244,0.015604350693109434
3.8119512298069407,0.015615247918331417
3.8123150232571006,0.01562615376551019
3.8126478117054861,0.01563706836574499
3.8129133566428557,0.015667756144964549
3.8129133566428557,0.015667756144964549
3.8129635649976654,0.015669841237174641
3.8132698737430815,0.015680771436455729
3.8136040622678955,0.0156917100943783
3.813975576404431,0.015702657347433605
3.81431835019408,0.015713613475144932
3.8147079837319224,0.015724579056853445
3.8150955908059112,0.015735554671362575
3.8154731598781426,0.015746539550928713
3.8158466737536658,0.015757534116181041
3.8162412999917832,0.015768814635405016
3.8166185423826646,0.015779552448337258
3.8169906761507004,0.015790576077802546
3.817351435437303,0.015801608815620042
3.8177343426790049,0.015812651455305245
3.8180928862059909,0.015823703242214302
3.8184740915410043,0.01583476434293473
3.8188649825021237,0.015845835412028504
3.8192493239665639,0.015856916480557839
3.8195439355418688,0.015869906263661276
3.8198671140802767,0.015879103845584348
3.820250769543406,0.015890210519137991
3.8206261575978169,0.015901326693118691
3.8210124348795307,0.015912452609370697
3.8213949228948207,0.015923588496293828
3.82176943284426,0.015934734054175247
3.8221126250559614,0.015945901115081502
3.8225164866042016,0.015957053399675007
3.8228647508422604,0.015968227718431597
3.823262264894622,0.015979411403214214
3.8236504233432771,0.015990605168433539
3.8239763167287371,0.016001808505001051
3.8243385866132922,0.016013020411703448
3.8247249052146057,0.016024242031961216
3.8251300562885797,0.016035473964286114
